ID,名前,肩書き,シリーズ番号,シリーズ,手持ち1,手持ち2,手持ち3,手持ち4,手持ち5,手持ち6,画像ファイル,くれるもの,地方,会える場所,表示順,タイプ,アニメ登場回
1622,ナオト,エリートトレーナー,5,ブラック・ホワイト,エルフーン,プロトーガ,,,,,m,1800円,イッシュ地方,でんきいしのほらあな,12,,
1623,スグル,エリートトレーナー,5,ブラック・ホワイト,ムーランド,,,,,,m,1980円,イッシュ地方,タワーオブヘブン,12,,
1624,レイコ,エリートトレーナー,5,ブラック・ホワイト,ココロモリ,ゴチミル,,,,,f,1920円,イッシュ地方,タワーオブヘブン,12,,
1625,ユウイチ,エリートトレーナー,5,ブラック・ホワイト,レパルダス,ミルホッグ,ココロモリ,,,,m,1920円,イッシュ地方,7ばんどうろ,12,,
1626,キャロル,エリートトレーナー,5,ブラック・ホワイト,バニリッチ,ゴチミル,ダブラン,,,,f,2100円,イッシュ地方,ネジやま,12,,
1627,ユウキ,エリートトレーナー,5,ブラック・ホワイト,ワルビル,ガマガル,ギギアル,,,,m,2100円,イッシュ地方,ネジやま,12,,
1628,リュウヘイ,エリートトレーナー,5,ブラック・ホワイト,バニリッチ,デンチュラ,,,,,m,2160円,イッシュ地方,リュウラセンのとう,12,,
1629,ヒトミ,エリートトレーナー,5,ブラック・ホワイト,クマシュン,ヒヒダルマ,ハハコモリ,,,,f,2100円,イッシュ地方,リュウラセンのとう,12,,
1630,ヨハン,エリートトレーナー,5,ブラック・ホワイト,オノンド,シビビール,アギルダー,,,,m,2340円,イッシュ地方,10ばんどうろ,12,,
1631,アサミ,エリートトレーナー,5,ブラック・ホワイト,メブキジカ,ブルンゲル,,,,,f,2400円,イッシュ地方,10ばんどうろ,12,,
1632,エリナ,エリートトレーナー,5,ブラック・ホワイト,ヤナッキー,バオッキー,ヒヤッキー,,,,f,2340円,イッシュ地方,ソウリュウシティ,12,,
1633,エリナ,エリートトレーナー,5,ブラック・ホワイト,コジョフー,リグレー,コマタナ,,,,f,2340円,イッシュ地方,ソウリュウシティ,12,,
1634,エツヤ,エリートトレーナー,5,ブラック・ホワイト,コジョフー,リグレー,コマタナ,,,,m,2340円,イッシュ地方,ソウリュウシティ,12,,
1635,エツヤ,エリートトレーナー,5,ブラック・ホワイト,ヤナッキー,バオッキー,ヒヤッキー,,,,m,2340円,イッシュ地方,ソウリュウシティ,12,,
1636,ユウジ,エリートトレーナー,5,ブラック・ホワイト,オノンド,,,,,,m,2460円,イッシュ地方,ソウリュウジム,12,,
1637,マドカ,エリートトレーナー,5,ブラック・ホワイト,モノズ,,,,,,f,2460円,イッシュ地方,ソウリュウジム,12,,
1638,エイジ,エリートトレーナー,5,ブラック・ホワイト,オノンド,オノンド,,,,,m,2400円,イッシュ地方,ソウリュウジム,12,,
1639,クレア,エリートトレーナー,5,ブラック・ホワイト,オノンド,,,,,,f,2460円,イッシュ地方,ソウリュウジム,12,,
1640,ケント,エリートトレーナー,5,ブラック・ホワイト,モノズ,オノンド,クリムガン,,,,m,2340円,イッシュ地方,ソウリュウジム,12,,
1641,ユウカ,エリートトレーナー,5,ブラック・ホワイト,モノズ,クリムガン,,,,,f,2400円,イッシュ地方,ソウリュウジム,12,,
1642,サヤカ,エリートトレーナー,5,ブラック・ホワイト,エルフーン,ゼブライカ,,,,,f,2700円,イッシュ地方,チャンピオンロード,12,,
1643,ケイゴ,エリートトレーナー,5,ブラック・ホワイト,ムーランド,ペンドラー,,,,,m,2700円,イッシュ地方,チャンピオンロード,12,,
1644,アスカ,エリートトレーナー,5,ブラック・ホワイト,ヤナッキー,バオッキー,ヒヤッキー,,,,f,2640円,イッシュ地方,チャンピオンロード,12,,
1645,デビット,エリートトレーナー,5,ブラック・ホワイト,ギギアル,ガマゲロゲ,ヒヒダルマ,,,,m,2640円,イッシュ地方,チャンピオンロード,12,,
1646,テリー,エリートトレーナー,5,ブラック・ホワイト,ミニチュウ,ウソッキー,ストライク,ライボルト,,,m,3780円,イッシュ地方,しゅぎょうのいわや,12,,
1647,メグミ,エリートトレーナー,5,ブラック・ホワイト,オオタチ,ガバイト,ブーピッグ,,,,f,3840円,イッシュ地方,しゅぎょうのいわや,12,,
1648,ナオ,エリートトレーナー,5,ブラック・ホワイト,ママンボウ,ギギギアル,オーベム,,,,f,3900円,イッシュ地方,ワンダーブリッジ,12,,
1649,マリナ,エリートトレーナー,5,ブラック・ホワイト,ロトム,バタフリー,ママンボウ,,,,f,3900円,イッシュ地方,ロイヤルイッシュごう,12,,
1650,ヒロト,エリートトレーナー,5,ブラック・ホワイト,ケンタロス,ホエルオー,,,,,m,3960円,イッシュ地方,ロイヤルイッシュごう,12,,
1651,ショウコ,エリートトレーナー,5,ブラック・ホワイト,ブニャット,エーフィ,ラプラス,,,,f,4080円,イッシュ地方,14ばんどうろ,12,,
1652,ユウスケ,エリートトレーナー,5,ブラック・ホワイト,アブソル,ドードリオ,トドゼルガ,,,,m,4080円,イッシュ地方,14ばんどうろ,12,,
1653,ジュンイチ,エリートトレーナー,5,ブラック・ホワイト,ブーバーン,,,,,,m,3720円,イッシュ地方,ブラックシティ,12,,
1654,レナ,エリートトレーナー,5,ブラック・ホワイト,サーナイト,エルレイド,,,,,f,3660円,イッシュ地方,ブラックシティ,12,,
1655,タツヤ,エリートトレーナー,5,ブラック・ホワイト,デンチュラ,トロピウス,マンムー,,,,m,3900円,イッシュ地方,ビッグスタジアム、リトルコート,12,,
1656,ルーシー,エリートトレーナー,5,ブラック・ホワイト,ルージュラ,シャワーズ,グライオン,,,,f,3900円,イッシュ地方,ビッグスタジアム、リトルコート,12,,
1657,マリナ,エリートトレーナー,5b,ブラック2・ホワイト2,コイル,バスラオ（あかすじのすがた）,ロトム,バタフリー,ママンボウ,,f,1080円、3720円,イッシュ地方,ロイヤルイッシュごう,13,,
1658,ヒロト,エリートトレーナー,5b,ブラック2・ホワイト2,ハーデリア,マリル,ケンタロス,ホエルオー,,,m,1080円、3780円,イッシュ地方,ロイヤルイッシュごう,13,,
1659,スズネ,エリートトレーナー,5b,ブラック2・ホワイト2,アーケン,キバゴ,,,,,f,1980円,イッシュ地方,フキヨセのほらあな,13,,
1660,シンノスケ,エリートトレーナー,5b,ブラック2・ホワイト2,プロトーガ,キバゴ,,,,,m,1980円,イッシュ地方,フキヨセのほらあな,13,,
1661,ナオト,エリートトレーナー,5b,ブラック2・ホワイト2,ギアル,ケンホロウ,サンドパン,,,,m,1980円,イッシュ地方,でんきいしのほらあな,13,,
1662,シノブ,エリートトレーナー,5b,ブラック2・ホワイト2,プロトーガ,ブーバー,,,,,f,2040円,イッシュ地方,でんきいしのほらあな,13,,
1663,ノドカ,エリートトレーナー,5b,ブラック2・ホワイト2,ムーランド,ワルビル,テッシード,,,,f,1980円,イッシュ地方,でんきいしのほらあな,13,,
1664,シンジ,エリートトレーナー,5b,ブラック2・ホワイト2,アーケン,エレブー,,,,,m,2040円,イッシュ地方,でんきいしのほらあな,13,,
1665,チフユ,エリートトレーナー,5b,ブラック2・ホワイト2,ブーピッグ,フワライド,,,,,f,4680円,イッシュ地方,リバースマウンテン,13,,
1666,ゲンヤ,エリートトレーナー,5b,ブラック2・ホワイト2,ビブラーバ,バクーダ,,,,,m,4680円,イッシュ地方,リバースマウンテン,13,,
1667,ショウコ,エリートトレーナー,5b,ブラック2・ホワイト2,グライガー,ドレディア,バスラオ,,,,f,2340円,イッシュ地方,14ばんどうろ,13,,
1668,ユウスケ,エリートトレーナー,5b,ブラック2・ホワイト2,モンジャラ,ゼブライカ,エアームド,,,,m,2340円,イッシュ地方,14ばんどうろ,13,,
1669,ミナミ,エリートトレーナー,5b,ブラック2・ホワイト2,ペリッパー,スターミー,,,,,f,2400円,イッシュ地方,サザナミわん,13,,
1670,ミゲル,エリートトレーナー,5b,ブラック2・ホワイト2,エネコロロ,シビビール,,,,,m,2460円,イッシュ地方,13ばんどうろ,13,,
1671,アンジュ,エリートトレーナー,5b,ブラック2・ホワイト2,ミミロップ,ランプラー,,,,,f,2460円,イッシュ地方,13ばんどうろ,13,,
1672,ウシオ,エリートトレーナー,5b,ブラック2・ホワイト2,フローゼル,マンタイン,,,,,m,2820円,イッシュ地方,セイガイハジム,13,,
1673,ミナモ,エリートトレーナー,5b,ブラック2・ホワイト2,ママンボウ,,,,,,f,2880円,イッシュ地方,セイガイハジム,13,,
1674,シブキ,エリートトレーナー,5b,ブラック2・ホワイト2,トドゼルガ,,,,,,m,2880円,イッシュ地方,セイガイハジム,13,,
1675,ジャンヌ,エリートトレーナー,5b,ブラック2・ホワイト2,ペリッパー,ホエルオー,,,,,f,2820円,イッシュ地方,セイガイハジム,13,,
1676,ナギサ,エリートトレーナー,5b,ブラック2・ホワイト2,ゴルダック,スターミー,,,,,f,2820円,イッシュ地方,セイガイハジム,13,,
1677,エンツォ,エリートトレーナー,5b,ブラック2・ホワイト2,バスラオ,バスラオ,マリルリ,,,,m,5520円,イッシュ地方,セイガイハジム,13,,
1678,テル,エリートトレーナー,5b,ブラック2・ホワイト2,スターミー,ドラピオン,,,,,m,2820円,イッシュ地方,22ばんどうろ,13,,
1679,ルカ,エリートトレーナー,5b,ブラック2・ホワイト2,ウインディ,ドリュウズ,,,,,f,2820円,イッシュ地方,22ばんどうろ,13,,
1680,タイキ,エリートトレーナー,5b,ブラック2・ホワイト2,エモンガ,ブルンゲル,,,,,m,3180円,イッシュ地方,23ばんどうろ,13,,
1681,コトノ,エリートトレーナー,5b,ブラック2・ホワイト2,スワンナ,デンチュラ,,,,,f,3180円,イッシュ地方,23ばんどうろ,13,,
1682,ケント,エリートトレーナー,5b,ブラック2・ホワイト2,ブーバー,マンムー,,,,,m,3240円,イッシュ地方,23ばんどうろ,13,,
1683,ミキ,エリートトレーナー,5b,ブラック2・ホワイト2,ペンドラー,ウインディ,,,,,f,3240円,イッシュ地方,23ばんどうろ,13,,
1684,トモヤ,エリートトレーナー,5b,ブラック2・ホワイト2,ゴルーグ,シンボラー,,,,,m,3300円,イッシュ地方,チャンピオンロード,13,,
1685,ヒトミ,エリートトレーナー,5b,ブラック2・ホワイト2,フワライド,ネンドール,,,,,f,3300円,イッシュ地方,チャンピオンロード,13,,
1686,シェリー,エリートトレーナー,5b,ブラック2・ホワイト2,ココロモリ,ドレディア,,,,,f,3300円,イッシュ地方,チャンピオンロード,13,,
1687,スグル,エリートトレーナー,5b,ブラック2・ホワイト2,エルフーン,ケンホロウ,,,,,m,3300円,イッシュ地方,チャンピオンロード,13,,
1688,サヤカ,エリートトレーナー,5b,ブラック2・ホワイト2,クイタラン,デンチュラ,,,,,f,3300円,イッシュ地方,チャンピオンロード,13,,
1689,ユウジ,エリートトレーナー,5b,ブラック2・ホワイト2,アイアント,ナットレイ,,,,,m,3300円,イッシュ地方,チャンピオンロード,13,,
1690,ヒトシ,エリートトレーナー,5b,ブラック2・ホワイト2,スワンナ,デンリュウ,,,,,m,3300円,イッシュ地方,チャンピオンロード,13,,
1691,キャロル,エリートトレーナー,5b,ブラック2・ホワイト2,オノンド,バイバニラ,,,,,f,3300円,イッシュ地方,チャンピオンロード,13,,
1692,ユウイチ,エリートトレーナー,5b,ブラック2・ホワイト2,ジヘッド,シビルドン,,,,,m,3300円,イッシュ地方,チャンピオンロード,13,,
1693,ヒカル,エリートトレーナー,5b,ブラック2・ホワイト2,ヒヒダルマ,モジャンボ,,,,,f,3300円,イッシュ地方,チャンピオンロード,13,,
1694,サエコ,エリートトレーナー,5b,ブラック2・ホワイト2,マッスグマ,バルジーナ,ドクロッグ,,,,f,3780円,イッシュ地方,ヤグルマのもり,13,,
1695,ユウサク,エリートトレーナー,5b,ブラック2・ホワイト2,オオタチ,ウォーグル,ガマゲロゲ,,,,m,3780円,イッシュ地方,ヤグルマのもり,13,,
1696,シュンスケ,エリートトレーナー,5b,ブラック2・ホワイト2,アイアント,エーフィ,ドンカラス,,,,m,3960円,イッシュ地方,1ばんどうろ,13,,
1697,アサミ,エリートトレーナー,5b,ブラック2・ホワイト2,クイタラン,ブラッキー,ムウマージ,,,,f,3960円,イッシュ地方,1ばんどうろ,13,,
1698,タツヤ,エリートトレーナー,5b,ブラック2・ホワイト2,デンチュラ,トロピウス,マンムー,,,,m,3780円,イッシュ地方,ビッグスタジアム、リトルコート,13,,
1699,ルーシー,エリートトレーナー,5b,ブラック2・ホワイト2,ルージュラ,シャワーズ,プテラ,,,,f,3780円,イッシュ地方,ビッグスタジアム、リトルコート,13,,
1700,ミヤ,エリートトレーナー,5b,ブラック2・ホワイト2,デスカーン,,,,,,f,2400円,イッシュ地方,フェスミッション,13,,
1701,サルヒメ,エリートトレーナー,5b,ブラック2・ホワイト2,スワンナ,,,,,,f,2400円,イッシュ地方,フェスミッション,13,,
1702,ジェリコ,エリートトレーナー,5b,ブラック2・ホワイト2,ドリュウズ,,,,,,f,2400円,イッシュ地方,フェスミッション,13,,
